nrCpfCnpj,vlPresta,vlMora,qtPrestacoes,vlMovimento,vlPag,vlTotal,dtPag,dtContrato,dtVctPre
10.439.349/0001-88,2027.11,384.35,8,3622.49,3936.35,2411.46,20240109,20221013,20221130
041.552.573-00,4663.41,426.2,8,7668.56,3532.11,5089.61,20240106,20200718,20210525
761.992.185-07,1606.66,213.7,5,7483.95,4992.41,1820.36,20240106,20211126,20220901
736.406.117-72,4013.63,77.65,7,3590.26,2351.82,4091.28,20240101,20221012,20231003
604.106.594-36,3434.64,499.12,4,8760.17,4839.67,3933.76,20240103,20220430,20230302
279.146.517-02,4167.5,379.99,1,5363.31,1339.15,4547.49,20240104,20220816,20230508
77.466.775/0001-81,3706.81,337.79,11,6802.39,1265.71,4044.6,20240105,20201227,20221015
20.979.634/0001-45,1921.84,248.08,7,5744.29,1748.14,2169.92,20240115,20200330,20230501
900.710.854-91,4082.85,61.16,5,1848.78,1307.52,4144.01,20240103,20201001,20210331
82.874.151/0001-33,3022.3,133.64,10,4380.24,3393.09,3155.94,20240102,20231017,20231024
84.950.179/0001-38,1103.24,145.85,10,9405.41,4625.39,1249.09,20240111,20210926,20220416
68.713.077/0001-42,1042.71,183.52,10,6416.82,3651.19,1226.23,20240112,20210116,20230414
956.602.091-06,3502.3,437.08,6,4964.74,3071.76,3939.38,20240114,20230831,20231109
496.074.295-08,2228.7,94.25,10,3120.72,4064.13,2322.95,20240110,20210207,20231103
59.061.918/0001-93,2808.92,354.56,10,7789.56,4800.64,3163.48,20240113,20210905,20220214
14.548.557/0001-76,1878.15,135.57,1,1858.12,4854.66,2013.72,20240102,20200306,20200529
874.542.075-02,2065.77,67.99,11,3868.79,1730.79,2133.76,20240110,20230519,20230822
229.390.475-02,3273.47,215.98,7,8175.32,3217.29,3489.45,20240109,20230312,20231129
753.499.529-94,1178.22,476.4,1,4625.22,3136.12,1654.62,20240113,20230829,20231216
042.471.895-22,4802.17,354.41,1,9865.64,4076.53,5156.58,20240103,20230806,20231030
77.963.075/0001-00,1429.89,440.25,8,8834.93,3482.9,1870.14,20240106,20210421,20210620
93.978.525/0001-87,2772.1,124.69,8,6043.15,2012.94,2896.79,20240114,20230105,20230406
17.555.333/0001-80,4278.37,114.64,4,5865.94,3012.5,4393.01,20240110,20231218,20231225
593.250.724-16,3670.78,136.02,7,4023.85,3471.26,3806.8,20240104,20220824,20230620
32.120.473/0001-19,4362.64,199.35,12,6968.11,2134.77,4561.99,20240103,20210214,20221231
463.437.232-00,3708.52,83.28,3,6599.29,4131.63,3791.8,20240101,20220909,20230720
921.136.661-54,1299.66,77.23,6,5445.63,1475.6,1376.89,20240112,20211108,20231015
36.138.321/0001-02,1812.12,406.18,7,6415.48,3410.12,2218.3,20240110,20211120,20231230
299.112.140-87,2102.99,438.31,9,3665.88,3522.03,2541.3,20240109,20230423,20230612
810.034.458-29,2909.82,80.64,11,3987.7,4809.26,2990.46,20240108,20221024,20230303
06.809.490/0001-58,2005.6,145.39,7,1659.36,1659.09,2150.99,20240102,20220312,20231220
593.221.151-22,3652.34,16.89,1,7272.66,2476.11,3669.23,20240105,20210728,20210919
403.824.565-99,2276.19,298.84,5,3049.11,1222.52,2575.03,20240110,20221101,20230630
385.704.229-03,2812.01,309.09,3,3108.77,3313.41,3121.1,20240107,20220106,20220228
364.461.917-40,3971.39,199.48,11,6250.92,3926.12,4170.87,20240112,20211014,20230823
42.111.224/0001-10,2435.44,31.27,2,4045.27,4034.05,2466.71,20240108,20230904,20240104
914.442.198-20,2288.95,290.63,10,1840.45,1955.19,2579.58,20240114,20231129,20231214
968.345.241-85,4176.16,84.29,9,6016.22,4258.32,4260.45,20240106,20210716,20230413
261.397.115-09,3667.56,461.19,1,3239.18,3032.34,4128.75,20240103,20210815,20221231
28.775.119/0001-55,3898.55,338.57,12,4151.26,3201.77,4237.12,20240107,20221001,20221030
210.426.943-11,4548.65,301.75,5,5626.83,2010.14,4850.4,20240103,20211020,20230526
26.072.607/0001-70,2600.79,260.89,11,5989.61,1820.25,2861.68,20240107,20210118,20220125
934.677.393-69,4689.25,68.21,11,7831.64,822.08,4757.46,20240109,20221122,20231109
30.395.839/0001-37,1318.3,386.1,10,2698.27,2658.47,1704.4,20240115,20220919,20230914
529.077.580-39,4962.19,283.26,8,3983.67,1521.92,5245.45,20240104,20201017,20210906
64.630.527/0001-82,4571.29,207.73,10,5286.26,4202.71,4779.02,20240109,20200906,20201210
583.092.168-58,1454.83,443.13,12,1391.29,2381.14,1897.96,20240108,20210328,20220718
810.797.040-35,2184.11,376.84,2,3503.87,1026.65,2560.95,20240115,20220926,20230225
28.640.080/0001-69,3938.22,151.86,4,1987.23,1559.11,4090.08,20240111,20210822,20220516
630.132.949-06,2817.78,294.8,5,9505.5,4466.86,3112.58,20240107,20210119,20211102
728.511.039-62,2042.36,217.97,10,7831.5,1621.16,2260.33,20240108,20221111,20230806
60.150.833/0001-60,4005.42,113.23,3,3368.66,4195.62,4118.65,20240106,20201230,20231023
59.237.373/0001-23,1666.16,168.56,7,3330.07,2242.99,1834.72,20240102,20221130,20231227
082.709.819-74,3834.04,477.42,9,5259.73,3802.06,4311.46,20240102,20221015,20230108
79.750.333/0001-98,4012.31,234.24,8,1164.52,1845.05,4246.55,20240111,20230428,20231218
55.185.636/0001-47,3551.57,436.46,2,9761.51,1099.13,3988.03,20240109,20230828,20231125
748.270.820-06,2750.9,487.95,3,8392.8,2898.08,3238.85,20240112,20221007,20230628
34.404.795/0001-15,3799.08,80.21,10,5520.72,3828.65,3879.29,20240107,20210310,20221219
54.415.672/0001-97,3854.21,472.51,12,4153.91,1016.3,4326.72,20240111,20240108,20240110
02.313.878/0001-02,3449.68,235.64,7,3681.66,624.19,3685.32,20240112,20230620,20231112
03.620.048/0001-90,2856.81,49.81,5,4533.45,2882.32,2906.62,20240109,20201208,20230106
09.003.426/0001-73,1548.49,244.21,1,4298.64,584.41,1792.7,20240112,20230923,20240109
73.671.295/0001-00,3891.87,18.25,4,3250.54,4935.88,3910.12,20240112,20211030,20230321
446.274.931-69,3086.35,450.86,11,7694.45,2370.54,3537.21,20240109,20210211,20230204
057.929.956-21,2525.14,99.37,11,4721.82,4020.84,2624.51,20240104,20200222,20200707
539.052.980-40,2393.71,122.08,12,4452.45,4798.83,2515.79,20240104,20230323,20230410
092.170.162-41,1042.57,474.34,4,6331.24,3805.76,1516.91,20240103,20210302,20210317
28.196.748/0001-20,4970.82,273.77,7,3664.78,1555.63,5244.59,20240115,20230818,20230913
82.243.175/0001-94,3735.56,332.71,3,3136.46,2291.95,4068.27,20240103,20200409,20220205
694.203.712-55,2091.16,189.21,6,8107.42,2587.17,2280.37,20240105,20220502,20220531
081.357.378-58,3114.39,428.6,5,2993.8,4910.45,3542.99,20240106,20211228,20230125
80.362.025/0001-74,3178.89,162.82,12,6492.23,591.43,3341.71,20240115,20230917,20231203
939.155.390-74,1184.08,401.0,4,9948.43,966.13,1585.08,20240115,20210409,20230202
98.403.734/0001-16,4741.61,131.47,9,8953.73,3567.95,4873.08,20240102,20231018,20231103
108.080.639-36,3059.66,484.69,7,5431.16,1459.52,3544.35,20240106,20211107,20230718
11.804.826/0001-20,4203.46,144.25,2,9436.55,2669.33,4347.71,20240108,20201228,20230606
69.152.223/0001-70,3815.08,99.06,12,7685.29,3536.22,3914.14,20240103,20200104,20230717
283.440.552-29,4778.0,444.79,4,5858.0,2490.6,5222.79,20240107,20210510,20220703
028.925.784-00,1186.46,75.66,11,2211.45,3866.9,1262.12,20240113,20220427,20220618
206.703.138-40,4356.4,243.83,4,7945.88,1976.7,4600.23,20240104,20220128,20230602
903.989.170-27,4020.48,218.2,4,1734.96,4427.12,4238.68,20240101,20210520,20211026
26.267.404/0001-30,1450.36,80.87,5,9028.11,2080.32,1531.23,20240111,20201115,20220425
97.228.835/0001-35,4534.18,20.52,8,2476.85,4368.09,4554.7,20240108,20230818,20230928
27.717.933/0001-50,2360.14,319.91,7,4446.63,921.83,2680.05,20240102,20230218,20230517
73.941.763/0001-00,3164.22,81.85,2,2266.31,4430.98,3246.07,20240115,20220825,20221210
41.065.370/0001-94,3126.77,263.49,12,2663.82,2433.61,3390.26,20240107,20230222,20230706
35.042.271/0001-94,2004.96,236.73,5,1889.24,3799.22,2241.69,20240108,20221020,20231209
93.584.526/0001-47,4597.22,195.13,1,1792.55,3811.8,4792.35,20240104,20211030,20230317
81.238.355/0001-15,3490.19,225.19,3,9557.22,2118.97,3715.38,20240112,20220308,20230712
18.566.340/0001-40,1417.84,104.45,9,1628.1,2590.05,1522.29,20240105,20211127,20231007
46.301.973/0001-61,4354.24,229.66,8,2075.58,1819.5,4583.9,20240112,20200211,20220127
17.875.562/0001-81,2380.15,486.75,5,4684.83,4188.56,2866.9,20240109,20200716,20230728
90.922.975/0001-60,2075.31,497.18,2,5056.9,2147.55,2572.49,20240111,20200708,20210730
01.810.150/0001-23,4814.94,190.23,1,4436.81,3937.47,5005.17,20240109,20211022,20211202
05.912.158/0001-51,4226.07,334.16,12,2756.43,718.57,4560.23,20240104,20210411,20230108
14.904.720/0001-96,1808.45,82.42,7,9745.85,2164.38,1890.87,20240109,20200416,20200527
40.508.691/0001-53,2454.93,74.57,8,3974.51,3552.92,2529.5,20240102,20230524,20230917
605.593.469-80,1034.44,294.28,10,9336.23,4269.28,1328.72,20240110,20200214,20200605
65.103.581/0001-32,4806.85,417.03,7,1417.19,3610.24,5223.88,20240115,20230706,20230731
740.748.550-03,3921.8,98.16,11,8648.65,3070.75,4019.96,20240108,20220222,20221114
565.770.831-85,3164.91,389.78,3,8386.12,619.49,3554.69,20240110,20200601,20230414
16.565.055/0001-89,3096.86,71.89,4,2657.34,4664.93,3168.75,20240107,20211022,20211227
941.057.750-06,1150.59,179.39,4,4171.14,2910.36,1329.98,20240107,20210715,20221025
427.502.216-50,1807.26,193.94,1,2524.19,2596.01,2001.2,20240111,20211113,20231123
064.771.152-47,2590.97,288.83,10,2285.29,4950.81,2879.8,20240105,20210702,20240104
024.478.397-74,1630.06,41.89,10,4034.64,3262.29,1671.95,20240110,20211030,20220331
85.690.045/0001-98,4557.09,217.35,8,8394.48,2139.43,4774.44,20240102,20210803,20211017
253.532.608-64,3407.24,473.2,5,2569.19,4142.05,3880.44,20240114,20210308,20230512
558.148.774-05,1552.49,282.62,3,6050.99,2735.97,1835.11,20240102,20211227,20231211
383.572.862-83,2788.42,371.94,9,9425.6,1428.84,3160.36,20240111,20201203,20230129
314.707.061-13,1810.09,294.92,5,7221.24,585.6,2105.01,20240107,20210311,20230224
63.774.073/0001-50,4325.35,387.15,9,7736.97,2699.16,4712.5,20240114,20210731,20220823
08.255.524/0001-35,4502.9,286.87,2,5711.94,2133.67,4789.77,20240108,20210413,20230908
964.687.979-93,4061.64,474.85,2,4896.56,903.32,4536.49,20240113,20220626,20230803
470.770.330-58,3858.82,170.9,11,5933.45,4376.8,4029.72,20240106,20210220,20210403
299.810.895-40,4599.26,282.42,5,9273.46,1078.75,4881.68,20240113,20220319,20220826
206.779.922-38,4669.4,295.96,5,6369.27,2686.11,4965.36,20240111,20210112,20211205
987.530.971-06,3214.97,44.99,6,1064.37,3109.58,3259.96,20240109,20200623,20201014
93.394.924/0001-09,2710.78,156.84,9,1752.08,3252.94,2867.62,20240103,20240111,20240111
507.576.737-08,2573.48,36.83,2,3844.07,1201.21,2610.31,20240110,20220428,20230628
860.836.426-39,1441.9,192.81,9,7417.74,4680.28,1634.71,20240105,20210611,20230509
956.024.544-97,3848.99,406.39,6,8527.59,3027.64,4255.38,20240106,20230425,20231030
33.884.915/0001-66,2495.67,358.87,9,8317.09,2838.35,2854.54,20240109,20230521,20231208
592.438.712-77,3811.18,330.76,7,7487.69,4417.95,4141.94,20240111,20200509,20230408
57.526.138/0001-46,3246.87,174.15,10,8164.9,1265.54,3421.02,20240110,20200413,20230420
97.413.577/0001-67,1538.6,94.0,10,5299.22,2805.95,1632.6,20240105,20211109,20220928
79.126.363/0001-28,1853.91,497.6,12,9152.07,3711.22,2351.51,20240106,20221215,20230410
005.698.595-90,4325.86,415.47,9,5494.94,3410.24,4741.33,20240108,20221115,20221210
80.489.416/0001-54,2750.06,354.58,9,3495.5,2539.18,3104.64,20240108,20200222,20201223
02.335.182/0001-87,2851.06,420.58,7,3486.5,4663.16,3271.64,20240104,20230727,20230825
095.476.572-91,1770.46,427.89,9,8747.18,1031.94,2198.35,20240111,20210318,20220627
720.510.472-60,4646.42,177.3,12,9064.53,2166.18,4823.72,20240104,20230802,20231230
56.484.300/0001-48,1740.29,221.4,3,8661.7,4353.73,1961.69,20240102,20220922,20230919
32.036.865/0001-02,1450.73,276.46,9,7598.01,3791.18,1727.19,20240101,20201005,20211229
36.515.685/0001-56,1981.77,304.04,1,1725.06,1597.04,2285.81,20240106,20200626,20221229
006.530.483-78,1094.05,485.1,5,7845.6,1891.94,1579.15,20240107,20231201,20231209
600.381.859-03,4935.25,400.8,3,5003.92,1038.46,5336.05,20240109,20200804,20230104
31.166.216/0001-55,3966.81,86.95,1,5619.35,4005.06,4053.76,20240101,20210506,20230919
94.821.707/0001-02,2778.84,42.52,12,5815.59,1471.57,2821.36,20240103,20200524,20210629
570.450.850-28,3386.02,187.57,10,6142.59,4798.42,3573.59,20240109,20210609,20230112
627.267.888-66,4666.51,117.5,8,3811.99,3464.69,4784.01,20240102,20200416,20211228
303.348.230-99,3594.21,248.45,6,3799.52,4032.03,3842.66,20240103,20210427,20220904
056.406.614-10,3832.52,101.36,9,8606.49,4403.39,3933.88,20240115,20201016,20231012
432.834.316-55,4496.02,375.49,4,3781.5,4243.25,4871.51,20240114,20200115,20231003
65.163.138/0001-57,3129.8,141.27,7,8295.92,3387.89,3271.07,20240110,20230521,20230801
044.562.500-70,4718.3,392.89,2,3405.97,2652.4,5111.19,20240110,20230924,20231118
34.039.432/0001-28,3152.54,116.48,11,4921.52,3823.24,3269.02,20240112,20220521,20221029
245.388.707-65,1240.06,340.37,7,4248.62,1128.55,1580.43,20240105,20221220,20230325
72.051.701/0001-60,3775.62,451.69,9,7678.17,4314.07,4227.31,20240107,20231115,20240103
908.016.513-10,3780.6,301.52,3,1727.84,3801.88,4082.12,20240108,20200619,20231224
924.912.396-55,3285.05,251.27,10,2769.02,3837.59,3536.32,20240111,20221118,20230218
689.182.368-40,1527.36,79.0,2,6639.04,2719.52,1606.36,20240115,20210802,20240103
05.343.511/0001-20,2237.82,149.77,4,3705.39,1615.26,2387.59,20240104,20200114,20230419
92.623.428/0001-09,2842.58,105.81,10,1400.09,3045.12,2948.39,20240112,20220613,20240114
646.619.990-88,1029.54,302.25,9,6222.37,2250.97,1331.79,20240111,20210724,20230123
771.805.707-02,1156.69,316.01,1,3862.46,2970.14,1472.7,20240110,20231210,20240112
99.262.747/0001-85,4316.45,21.94,11,9020.15,3743.29,4338.39,20240106,20210329,20220408
587.497.498-97,1177.07,51.1,5,9815.43,2214.73,1228.17,20240114,20221231,20230206
55.554.733/0001-60,4897.56,409.95,7,3770.48,4925.34,5307.51,20240103,20201205,20221109
41.308.405/0001-79,3910.47,311.32,8,2840.33,3363.31,4221.79,20240115,20230224,20230817
560.897.089-68,2558.94,412.62,1,4806.99,1968.59,2971.56,20240102,20221202,20230113
321.748.444-43,3813.7,110.54,8,4324.73,4009.66,3924.24,20240103,20201018,20231020
18.895.975/0001-90,2340.42,494.3,3,8037.29,1941.05,2834.72,20240103,20200906,20220302
92.631.824/0001-88,3995.7,90.73,6,5698.9,3574.83,4086.43,20240102,20230720,20230823
95.352.823/0001-92,3315.66,216.67,7,4609.95,4726.1,3532.33,20240110,20220324,20220514
004.846.842-80,3667.56,273.53,5,7456.47,4974.94,3941.09,20240107,20201117,20210320
603.542.669-77,3119.49,38.76,10,6827.27,3593.14,3158.25,20240110,20200620,20240102
65.991.252/0001-75,2997.28,165.51,4,2896.86,4765.32,3162.79,20240110,20230925,20231007
079.174.743-30,4615.62,477.53,4,8687.53,1440.43,5093.15,20240107,20230604,20230709
609.708.481-10,3456.82,8.72,6,9338.71,600.78,3465.54,20240113,20230712,20231224
443.470.151-78,2020.56,168.72,4,1613.16,3123.59,2189.28,20240113,20201202,20210812
036.148.966-84,2493.13,133.41,11,6489.05,574.65,2626.54,20240107,20201029,20221223
125.036.126-52,1488.48,144.73,11,7229.59,4813.99,1633.21,20240110,20230814,20240103
14.319.031/0001-14,3582.07,274.77,8,9494.63,956.05,3856.84,20240112,20230608,20230612
136.556.955-19,4221.87,42.58,12,9387.0,2970.51,4264.45,20240115,20221006,20230327
21.490.127/0001-06,4213.51,222.32,6,7280.04,3705.27,4435.83,20240106,20201214,20221122
25.379.049/0001-28,1656.03,424.24,8,1127.15,4635.48,2080.27,20240103,20201125,20230318
31.127.028/0001-18,1299.67,159.97,10,9897.81,4400.25,1459.64,20240114,20230901,20240109
003.999.506-21,1837.07,20.98,2,7144.98,2246.1,1858.05,20240106,20210608,20210828
72.411.027/0001-88,3655.03,249.97,12,4305.31,3647.64,3905.0,20240110,20211113,20231004
045.264.834-35,4311.38,455.4,6,6726.38,4354.96,4766.78,20240110,20220507,20220922
658.538.640-09,1792.89,96.92,1,4046.58,1031.61,1889.81,20240101,20231219,20240105
521.571.114-33,3018.0,102.9,1,6742.55,4912.35,3120.9,20240105,20201115,20210820
25.545.743/0001-78,1614.39,72.64,2,4735.87,3321.05,1687.03,20240107,20210418,20211006
12.414.021/0001-32,3005.39,118.77,3,5353.8,4017.59,3124.16,20240114,20200627,20230129
181.973.354-86,4562.08,94.65,12,2389.43,3416.07,4656.73,20240104,20220109,20231211
55.487.195/0001-38,3303.86,227.8,12,7162.94,1115.56,3531.66,20240104,20230630,20231027
882.492.405-02,3298.34,79.29,10,4623.8,2419.59,3377.63,20240110,20200928,20231222
31.864.400/0001-79,2918.33,446.11,12,7453.43,3969.48,3364.44,20240107,20230108,20231007
658.460.438-10,4000.89,141.48,5,9880.1,526.48,4142.37,20240111,20210320,20230628
041.694.428-06,2966.57,474.66,2,5006.28,3639.21,3441.23,20240113,20200422,20211020
277.440.203-40,4221.92,325.6,8,2250.81,1846.39,4547.52,20240103,20220929,20230219
70.988.064/0001-28,4130.1,440.07,8,9317.11,2367.51,4570.17,20240106,20210522,20211025
453.599.284-33,2814.75,58.68,11,7194.91,3837.95,2873.43,20240104,20230425,20231209
624.986.168-88,1574.03,485.51,2,6592.56,2206.84,2059.54,20240104,20201031,20230503
61.253.621/0001-71,1845.31,149.74,12,2547.71,2194.82,1995.05,20240114,20220920,20230910
97.836.470/0001-21,3239.41,205.87,11,2366.79,2865.37,3445.28,20240101,20230205,20230908
045.048.333-95,4153.67,180.91,8,6307.05,1783.28,4334.58,20240105,20201212,20211109
142.475.644-80,4734.91,319.01,11,1746.11,2012.34,5053.92,20240106,20231120,20231225
52.517.560/0001-11,4469.11,32.97,9,5356.35,4281.62,4502.08,20240110,20221107,20230511
09.903.857/0001-96,4236.18,398.72,1,8385.29,3658.58,4634.9,20240106,20230525,20230805
82.230.642/0001-41,1343.15,34.94,3,4579.4,1043.54,1378.09,20240104,20211116,20231202
56.515.053/0001-08,1239.13,435.54,3,2201.8,2138.17,1674.67,20240113,20230130,20230328
066.636.527-02,1485.63,308.01,8,4723.44,1733.74,1793.64,20240101,20230202,20230501
61.730.660/0001-12,4162.6,86.77,1,8798.4,2577.26,4249.37,20240114,20220127,20230609
834.723.365-95,4355.88,462.1,2,7361.52,4082.17,4817.98,20240112,20220117,20230421
546.056.106-00,4371.44,391.71,1,9166.59,1554.09,4763.15,20240115,20210813,20210904
658.068.113-60,1519.96,25.86,12,6589.72,3449.78,1545.82,20240103,20230302,20240107
70.655.673/0001-65,1452.33,350.87,11,9319.21,3807.21,1803.2,20240111,20230131,20230903
84.760.571/0001-14,1882.43,437.47,7,9408.43,510.6,2319.9,20240115,20201103,20211108
96.493.293/0001-65,2808.54,266.66,6,4600.38,516.46,3075.2,20240113,20200105,20220414
58.827.174/0001-02,3425.73,80.87,11,6280.23,557.63,3506.6,20240109,20220930,20230107
765.381.011-00,1134.32,339.45,12,1927.11,2918.63,1473.77,20240112,20200227,20200715
118.398.429-46,1419.55,361.52,2,5234.51,530.89,1781.07,20240103,20220912,20230829
589.920.913-54,1801.41,263.96,7,9985.63,3986.36,2065.37,20240110,20220101,20220507
743.194.715-12,4648.72,274.58,2,2038.53,3681.6,4923.3,20240103,20231120,20231213
325.669.875-13,3889.56,331.08,10,7789.9,3344.67,4220.64,20240107,20210802,20230706
67.011.431/0001-24,4588.82,89.13,2,2602.21,3034.52,4677.95,20240110,20201227,20210205
603.053.096-84,2540.46,482.95,6,2064.41,1710.04,3023.41,20240102,20200729,20230916
74.081.747/0001-58,2226.52,380.53,2,9359.77,4252.51,2607.05,20240102,20200409,20220708
63.565.441/0001-50,2905.74,239.18,4,8334.52,4088.65,3144.92,20240114,20200111,20220107
58.925.253/0001-56,2433.39,112.6,9,4146.22,3726.39,2545.99,20240114,20220214,20230123
569.778.308-67,4345.49,455.27,10,6975.78,4036.98,4800.76,20240103,20240102,20240104
66.206.569/0001-16,2286.97,41.41,10,8305.35,1471.78,2328.38,20240114,20210416,20211214
58.647.291/0001-94,4270.15,309.3,9,1063.15,3416.44,4579.45,20240102,20220426,20230714
08.556.299/0001-77,1458.92,119.07,6,2736.5,2327.1,1577.99,20240107,20221023,20230803
669.255.579-57,1121.81,240.35,7,8727.8,4661.83,1362.16,20240111,20230227,20231227
40.162.988/0001-00,3754.78,195.94,8,7336.98,2922.62,3950.72,20240115,20211128,20220613
34.156.124/0001-82,1211.45,413.87,4,1042.26,4110.27,1625.32,20240114,20230626,20230904
88.469.781/0001-09,3054.18,267.58,6,6657.88,4530.81,3321.76,20240112,20231202,20240105
80.219.018/0001-18,2031.56,377.02,9,5143.99,3972.63,2408.58,20240103,20230220,20230310
04.652.460/0001-55,1622.37,400.87,5,9949.58,3991.17,2023.24,20240114,20220816,20230708
81.585.266/0001-45,1426.54,101.58,7,1429.68,3306.14,1528.12,20240113,20200603,20210425
